Open,High,Low,Close,Volume
31.639999,32.189999,31.26,31.700001,523400
31.799999,32.689999,31.709999,32.259998,777700
32.25,32.860001,31.700001,32.630001,833300
31.26,32.48,29.92,30.09,1552600
28.02,28.58,25.059999,25.549999,9301900
25.85,26.75,25.0,26.41,4056300
27.030001,28.01,26.5,27.73,3319200
27.700001,27.9,26.379999,26.5,2041100
26.57,27.25,26.5,26.629999,1417900
26.84,27.0,25.9,26.620001,1283000
26.66,26.950001,26.02,26.67,1187400
26.48,26.9,26.190001,26.83,1446700
26.83,28.0,26.809999,27.879999,2061200
28.0,28.58,27.9,28.24,2247900
28.17,28.68,28.049999,28.450001,1342700
28.59,28.709999,26.92,26.959999,1710200
27.01,27.4,26.52,26.959999,964400
26.959999,26.969999,26.16,26.219999,723600
26.15,26.58,25.610001,25.75,1192000
25.48,25.639999,24.75,25.639999,1621700
25.27,25.469999,23.75,24.030001,2371500
24.030001,24.450001,22.370001,22.620001,2279900
23.120001,23.59,22.709999,23.040001,1217000
23.530001,24.809999,23.23,24.49,1645100
24.65,24.889999,24.02,24.68,1271500
24.709999,24.879999,24.1,24.75,1079900
24.74,25.08,24.530001,24.92,895700
24.879999,24.879999,23.75,24.01,1048400
24.049999,24.120001,23.5,24.1,830300
24.309999,24.73,23.540001,23.91,707800
24.16,24.18,23.67,23.940001,569500
23.82,23.9,23.15,23.629999,512000
23.440001,23.67,23.219999,23.459999,544000
23.26,23.26,22.879999,23.07,895100
23.780001,25.25,23.0,24.49,3504900
24.129999,24.18,22.790001,23.209999,2635600
23.26,23.639999,22.809999,23.219999,836100
23.25,23.75,22.940001,23.25,634500
23.639999,24.139999,23.049999,23.08,1283100
23.01,23.17,22.559999,22.84,953700
23.1,24.969999,23.07,24.73,4115100
24.629999,25.49,23.549999,23.6,2618400
23.33,23.49,22.959999,23.18,2370700
22.879999,23.0,21.780001,21.870001,2064600
22.18,22.5,21.110001,21.83,1605600
21.780001,22.58,21.5,22.530001,1055300
22.809999,23.85,22.690001,23.610001,1346300
23.74,24.1,23.5,23.889999,1051200
24.049999,24.32,23.700001,23.940001,1106400
23.82,24.280001,23.73,24.02,663300
24.48,24.790001,24.059999,24.360001,640200
24.48,24.99,23.780001,24.950001,1580100
24.93,25.4,24.700001,24.940001,2033600
24.6,24.959999,24.0,24.66,1399900
24.66,24.99,24.27,24.719999,924800
24.440001,24.49,23.73,24.01,1017000
23.85,24.25,23.530001,24.07,930800
23.82,24.0,23.200001,23.25,1166000
22.200001,22.959999,21.799999,22.950001,1318800
22.860001,23.25,22.690001,22.82,1169700
23.24,23.43,22.639999,22.809999,922600
23.190001,23.190001,22.51,22.959999,687900
23.049999,23.049999,22.540001,22.73,411700
22.73,22.860001,22.0,22.190001,582900
22.110001,22.27,21.77,22.209999,422800
22.139999,22.379999,21.98,22.33,462200
22.43,23.0,22.4,22.75,568000
22.700001,23.540001,22.549999,23.25,1058100
23.299999,24.0,23.209999,23.92,755400
24.110001,24.49,23.01,23.709999,1223300
26.549999,28.709999,26.5,27.75,11517800
27.450001,28.18,26.57,26.66,2864800
26.83,27.0,25.23,25.83,2609300
25.9,27.0,25.690001,26.700001,3180900
26.99,27.01,25.799999,26.49,1288300
26.85,27.940001,26.450001,27.24,2810300
27.58,27.6,26.360001,26.49,1946400
26.469999,26.530001,25.02,25.27,1369400
25.08,25.209999,24.299999,24.65,1357400
25.129999,25.690001,24.809999,24.93,1211500
24.870001,25.280001,24.200001,25.139999,983400
25.65,26.18,25.41,25.58,943500
25.129999,25.620001,24.360001,25.030001,1033900
25.26,25.26,24.65,25.16,548700
25.700001,26.09,25.299999,25.75,837200
25.85,26.98,25.59,26.74,1386100
26.700001,26.73,25.969999,26.389999,800900
26.66,27.25,26.309999,26.93,1400000
26.93,27.360001,26.629999,27.08,996900
27.07,27.690001,26.719999,27.66,1600000
27.690001,27.870001,27.42,27.6,726000
27.6,27.799999,27.059999,27.450001,784600
27.379999,27.389999,26.5,26.870001,913900
26.780001,27.0,25.75,26.690001,1044500
27.200001,27.440001,26.17,26.440001,1218500
26.9,27.700001,26.620001,27.120001,981700
27.0,28.0,26.85,27.91,916400
28.24,28.950001,27.91,28.33,1535300
28.200001,28.299999,26.92,27.07,962500
27.07,27.74,26.65,27.67,628000
28.0,28.190001,27.299999,27.549999,661500
27.99,27.99,26.549999,26.6,755700
27.0,27.0,25.719999,25.959999,1234200
26.1,26.469999,25.52,26.35,729500
27.030001,28.440001,26.6,28.200001,2655100
28.26,28.280001,27.35,27.969999,842500
27.620001,27.620001,26.620001,26.82,863600
27.02,27.5,26.6,26.719999,613700
26.9,29.01,26.17,28.98,4693100
28.82,29.76,28.1,29.48,3336900
29.540001,29.67,28.82,29.549999,1687100
29.690001,30.280001,29.549999,30.139999,3290500
30.0,30.1,28.379999,28.52,1529900
28.52,29.32,28.51,28.76,986300
29.950001,31.5,29.5,30.129999,6209200
30.1,30.129999,28.26,28.700001,2331100
28.940001,29.389999,28.26,28.370001,1222100
28.440001,28.6,27.02,27.120001,1695900
27.43,28.1,27.1,27.620001,1603200
27.52,28.299999,27.35,27.860001,1566600
28.07,28.879999,27.879999,28.43,1713400
28.540001,29.700001,28.52,28.6,1573400
28.440001,28.450001,27.07,27.32,1345000
27.67,28.0,25.74,26.5,1842200
26.870001,27.700001,26.139999,26.5,1714000
26.290001,26.459999,25.5,26.01,1537800
26.24,27.73,26.0,27.530001,1496000
27.370001,28.25,27.1,27.209999,1475600
27.200001,27.719999,26.209999,27.709999,1170000
27.639999,27.969999,27.26,27.57,3608500
27.73,28.280001,27.309999,27.459999,1809400
27.790001,28.25,27.67,28.110001,889200
28.5,29.09,28.07,28.290001,1461800
28.5,29.33,28.4,29.129999,946700
29.07,29.6,28.799999,29.02,854900
29.02,29.52,28.709999,29.139999,996000
29.139999,29.139999,28.549999,28.959999,926900
29.139999,30.0,29.01,29.73,1327900
29.889999,29.889999,28.59,28.809999,1240600
28.4,28.530001,28.0,28.35,975800
28.370001,29.09,28.0,28.17,1045400
28.43,29.030001,27.9,28.639999,1066000
28.530001,28.959999,27.25,27.610001,1159000
27.790001,27.83,27.4,27.58,709000
27.34,27.450001,26.629999,27.23,851900
27.58,28.110001,27.540001,27.889999,1026100
28.0,30.440001,27.799999,28.690001,3048300
28.91,29.16,28.1,28.700001,1011500
28.700001,29.540001,28.549999,29.290001,583500
29.01,29.25,28.440001,28.49,673300
28.309999,28.77,27.969999,28.0,760600
28.5,28.5,27.51,27.639999,958500
27.6,28.549999,27.540001,28.17,938700
27.799999,28.4,27.5,28.17,948200
28.67,28.98,28.209999,28.77,1164900
28.690001,29.200001,27.27,27.34,1549400
27.5,27.83,26.34,27.200001,1794500
26.51,26.889999,24.67,24.75,3064500
24.99,25.379999,22.83,24.24,1964400
23.1,24.440001,23.1,23.639999,2608500
24.15,25.450001,23.700001,25.059999,1333400
25.440001,25.440001,23.629999,23.82,1564200
24.040001,25.75,24.0,25.299999,836500
25.6,27.139999,25.360001,26.309999,1009100
26.620001,26.75,25.93,26.23,738600
26.129999,26.540001,25.83,26.1,537700
26.389999,26.65,25.51,25.83,643700
25.0,25.15,23.469999,24.26,1056600
23.860001,24.219999,22.0,22.299999,1375300
23.110001,23.799999,21.68,21.950001,986100
21.93,23.110001,21.5,22.959999,869000
23.1,23.93,22.83,23.870001,684300
23.870001,23.870001,22.9,23.110001,679800
22.709999,23.950001,22.07,23.73,761800
24.219999,24.85,24.02,24.709999,803400
24.5,24.77,24.09,24.629999,366200
24.799999,25.5,24.280001,24.74,823800
24.66,24.870001,23.84,24.0,848100
23.66,23.99,22.68,23.07,769900
22.5,23.200001,22.290001,22.940001,809800
23.389999,24.0,23.280001,23.84,459200
23.58,24.030001,23.280001,23.610001,505700
23.370001,23.57,22.549999,22.969999,669300
22.5,23.309999,22.450001,22.879999,566600
23.01,24.1,22.75,24.08,726500
24.25,24.84,23.790001,24.34,830800
24.58,24.93,24.33,24.82,562600
24.780001,25.84,24.49,25.799999,1417100
24.950001,25.809999,23.82,25.77,1157400
25.98,26.6,25.67,26.01,1180400
25.950001,26.950001,25.700001,25.85,987600
25.639999,26.110001,24.879999,25.629999,775800
25.49,26.620001,25.35,26.379999,1156400
26.52,26.52,24.9,25.52,934800
26.0,26.99,25.57,26.190001,674500
26.0,26.5,24.51,24.59,723300
25.719999,25.82,23.549999,24.120001,929600
24.799999,24.889999,23.49,24.389999,1336100
24.950001,25.0,23.25,23.73,1023200
23.290001,24.32,22.93,23.66,1200300
24.030001,25.84,23.35,25.370001,1229500
25.370001,27.6,25.02,26.959999,1769100
26.98,27.6,26.049999,26.99,1311600
27.309999,28.18,27.0,27.879999,923500
27.51,27.77,27.09,27.610001,575700
27.25,28.0,27.200001,27.799999,1123400
27.629999,28.469999,27.440001,27.940001,1043500
28.0,28.549999,27.26,28.049999,1400500
27.860001,28.0,27.26,27.42,754500
27.299999,28.43,26.709999,28.34,999700
28.02,28.059999,27.299999,27.57,792900
27.440001,27.469999,27.0,27.34,999700
27.4,28.299999,27.01,28.030001,1142600
27.870001,28.889999,27.75,28.549999,940600
28.23,28.860001,27.799999,28.25,654400
28.190001,28.370001,27.4,27.98,510500
28.34,28.950001,28.110001,28.76,869400
28.5,30.0,28.01,29.870001,1264000
29.5,29.51,28.75,29.370001,1134000
28.389999,28.92,28.0,28.879999,635200
29.0,29.26,28.25,28.709999,875300
30.0,32.490002,29.530001,32.459999,2509700
31.459999,32.400002,30.51,32.310001,3032900
31.639999,32.0,30.75,31.27,1266300
31.370001,32.0,30.719999,31.84,1167900
30.870001,31.49,30.299999,30.879999,953700
30.940001,31.5,30.65,31.33,747300
31.9,34.5,30.57,33.639999,3868300
33.0,33.540001,32.619999,33.220001,1325700
32.919998,34.400002,32.73,33.93,891000
33.48,35.0,33.400002,34.939999,1833200
34.5,34.900002,33.189999,33.68,1349300
33.639999,34.110001,32.540001,32.599998,902800
32.439999,32.439999,31.049999,31.76,1031600
31.76,32.790001,31.049999,32.07,732600
31.76,32.049999,31.25,31.450001,451800
31.549999,32.41,31.08,31.66,239600
32.0,33.279999,31.809999,32.560001,681200
32.490002,33.07,31.629999,31.75,591100
32.5,32.93,32.220001,32.740002,760300
32.57,33.990002,31.98,32.599998,1030200
32.830002,33.689999,32.400002,33.299999,802800
33.529999,35.0,33.43,34.419998,1160100
34.200001,34.98,34.029999,34.869999,951800
34.630001,34.889999,33.799999,34.189999,674300
30.84,31.65,29.610001,30.889999,3305800
30.540001,31.120001,30.280001,31.040001,1239500
30.440001,30.620001,30.02,30.41,758700
30.57,30.93,28.91,29.450001,994100
29.5,29.68,28.0,28.530001,1163900
28.67,29.17,28.120001,28.620001,700300
28.790001,28.93,27.98,28.0,1029700
28.09,28.5,27.370001,27.75,987000
28.049999,28.450001,27.719999,27.9,843300
27.91,28.07,26.030001,27.57,1705500
27.6,28.049999,27.299999,27.77,1009400
28.0,28.0,27.52,27.9,591400
27.66,28.77,27.639999,28.57,777500
28.99,29.24,28.040001,28.51,575200
28.59,29.34,28.549999,28.73,488200
28.49,28.98,28.25,28.559999,339800
28.940001,29.5,27.65,28.08,928100
28.209999,28.67,27.5,27.709999,630100
27.76,27.93,26.85,27.120001,1005500
27.200001,27.790001,26.41,26.91,986300
27.0,27.49,26.120001,27.25,897000
27.440001,27.76,27.25,27.620001,671800
27.620001,28.379999,27.299999,28.23,672300
28.48,28.620001,27.809999,28.25,729300
28.4,28.5,22.639999,22.790001,5500400
26.620001,27.34,26.41,26.6,4651600
26.690001,26.879999,26.25,26.809999,1260200
27.190001,27.74,26.610001,26.76,1246300
26.9,27.0,26.4,26.6,662300
26.809999,27.209999,26.6,26.77,594600
26.629999,27.68,26.440001,27.42,858000
27.27,28.01,27.049999,27.969999,611200
28.07,29.58,28.0,28.940001,1271100
28.5,29.719999,28.5,29.33,748400
29.49,29.610001,28.530001,29.57,729000
29.9,30.0,28.870001,29.07,956400
29.07,29.700001,29.0,29.58,523200
29.719999,30.879999,29.610001,30.25,805700
30.41,31.33,30.25,31.15,764500
31.1,31.9,31.049999,31.799999,652100
31.799999,31.799999,30.82,31.6,1021600
31.6,32.009998,31.290001,31.93,623700
32.0,32.900002,31.43,32.580002,1277100
32.259998,32.27,29.84,31.1,1874200
31.549999,32.060001,30.9,31.49,1157900
31.74,33.790001,31.4,33.169998,1810800
33.099998,34.41,32.27,33.599998,2761800
33.5,34.509998,32.540001,34.18,2219700
33.990002,34.970001,33.5,34.970001,1376700
34.869999,34.869999,33.810001,34.5,1135800
34.5,34.720001,32.5,34.220001,1654600
33.990002,34.970001,33.560001,34.529999,820400
34.23,34.52,33.27,33.75,959900
33.41,34.0,33.0,33.619999,606000
33.639999,34.439999,33.169998,33.810001,612200
33.810001,34.119999,33.139999,33.41,535700
33.509998,34.5,33.310001,34.41,703500
34.400002,34.5,33.709999,34.040001,550000
34.349998,34.400002,33.459999,33.77,467000
33.25,33.279999,32.619999,33.110001,573800
33.119999,33.310001,32.91,33.119999,364900
33.110001,33.490002,33.040001,33.07,633300
33.200001,35.310001,33.200001,34.740002,1553400
34.689999,36.290001,34.599998,36.009998,1963300
36.509998,36.59,35.5,36.09,1001600
36.0,36.0,34.799999,35.290001,851500
35.279999,35.48,34.779999,35.0,571600
34.900002,35.889999,34.830002,35.32,729300
35.259998,35.32,34.540001,34.98,1015600
34.98,35.200001,34.57,34.959999,567000
34.939999,35.299999,34.599998,35.150002,607200
34.970001,35.150002,34.299999,34.400002,522400
34.259998,34.630001,33.150002,34.080002,1170600
35.59,38.09,35.040001,37.400002,3140500
37.16,39.950001,37.029999,37.939999,2539200
37.779999,38.439999,37.110001,37.849998,955000
38.189999,38.189999,37.029999,37.330002,796400
37.52,37.939999,36.68,37.240002,886400
37.330002,37.970001,36.529999,36.580002,1028600
36.700001,38.470001,36.669998,38.009998,1098100
35.27,35.490002,34.689999,35.0,4481800
35.099998,35.439999,34.41,34.48,1509400
34.099998,34.290001,33.099998,33.150002,1655700
33.150002,33.849998,32.099998,32.459999,1847700
33.240002,33.290001,32.009998,33.09,1105500
33.77,34.48,32.919998,33.439999,1033900
33.939999,34.040001,32.849998,33.59,649600
33.41,33.700001,32.09,32.25,1099600
32.43,33.07,32.040001,32.240002,1115500
32.09,32.75,31.530001,32.66,823100
32.75,33.43,32.5,33.16,774900
33.139999,33.73,32.939999,33.16,821800
32.860001,32.970001,31.709999,31.940001,890800
31.82,32.200001,31.0,31.82,674500
32.07,32.990002,32.07,32.91,712200
32.959999,33.52,32.91,33.490002,425300
33.599998,33.630001,32.91,33.34,591000
33.27,33.360001,32.580002,33.130001,413900
33.130001,34.209999,33.130001,33.779999,659000
33.5,34.389999,33.389999,33.939999,497300
33.91,34.0,32.130001,32.459999,841300
32.32,32.459999,31.4,31.83,1247500
31.959999,32.580002,31.610001,32.470001,1158000
32.5,32.73,29.370001,30.190001,3097200
30.299999,30.77,29.76,30.059999,1947900
32.970001,34.68,32.400002,32.959999,5556300
32.490002,33.439999,32.16,32.25,1221300
31.92,32.130001,30.049999,30.059999,1380900
30.26,30.959999,29.219999,29.43,1585700
29.58,30.18,28.879999,29.18,1257100
29.299999,29.790001,28.24,28.57,1149000
28.370001,28.459999,26.83,27.559999,1616500
27.58,29.26,27.120001,28.77,1475200
30.1,31.34,30.0,30.799999,2366200
30.559999,31.049999,29.5,31.02,1220400
31.25,31.25,29.690001,30.280001,1075600
30.16,30.41,29.200001,29.809999,757000
30.01,31.93,30.01,31.690001,1650000
31.08,31.42,30.24,30.41,1307200
30.07,30.290001,28.75,29.5,1118700
28.530001,29.16,27.76,28.15,885800
28.030001,28.41,27.110001,27.879999,1030900
27.84,28.389999,27.559999,27.91,630900
28.200001,29.450001,28.139999,29.219999,909900
29.809999,29.870001,28.85,28.93,492100
28.860001,30.190001,28.15,30.08,881100
30.309999,31.0,28.959999,29.120001,636000
29.23,29.84,28.809999,29.66,569000
29.549999,30.639999,29.469999,29.77,844100
30.18,30.65,28.620001,29.389999,872200
29.389999,29.950001,28.809999,29.91,646800
29.940001,32.330002,29.5,31.84,1256800
32.02,32.66,31.5,32.09,911100
33.5,34.5,33.209999,33.779999,3422400
34.259998,34.279999,31.84,32.189999,1891900
32.599998,33.98,32.459999,33.790001,3046600
33.939999,34.119999,32.75,33.110001,1498500
32.049999,32.349998,31.389999,31.610001,2613900
31.9,32.450001,31.57,31.959999,1047200
31.9,32.110001,30.620001,31.41,914100
32.799999,32.799999,31.0,31.290001,1125800
31.35,31.799999,30.190001,30.4,1315600
30.6,31.0,30.4,30.66,947000
30.809999,31.67,30.799999,31.23,1253800
30.99,31.73,30.799999,30.99,784500
30.940001,31.83,30.67,31.49,910500
31.540001,32.48,30.889999,31.27,758400
31.57,31.68,31.01,31.51,638600
31.290001,33.009998,30.799999,32.700001,1125700
32.970001,34.400002,32.830002,34.25,1304800
34.32,36.0,33.900002,35.959999,1744000
35.0,35.209999,32.380001,33.349998,2569300
31.42,33.669998,31.059999,32.150002,2881900
32.720001,33.150002,32.040001,32.27,1435900
32.07,32.25,31.25,31.790001,1568500
31.049999,31.299999,30.620001,30.66,1386800
30.66,31.040001,29.620001,29.84,1500300
29.92,29.98,28.75,28.950001,2842200
29.9,30.0,27.639999,28.129999,2262300
28.709999,29.66,28.1,29.51,1673000
29.51,30.25,27.209999,27.35,2065200
27.540001,27.969999,27.35,27.42,1575100
27.99,27.99,26.030001,26.25,1592300
26.84,26.85,25.52,26.1,1305100
26.9,27.549999,26.74,27.27,1209500
27.549999,28.700001,27.549999,28.27,1528200
28.77,30.9,28.5,30.25,2387200
29.9,30.0,28.59,29.09,1308900
29.52,30.0,29.129999,29.41,672600
29.309999,29.940001,29.309999,29.940001,707400
29.690001,31.299999,29.1,31.17,870100
30.75,31.17,29.26,29.42,793400
29.389999,29.700001,28.809999,29.4,525400
29.530001,30.389999,29.5,30.299999,669000
30.290001,30.709999,29.98,30.01,508200
30.15,30.389999,29.1,29.51,1179100
29.58,30.0,29.0,29.110001,761600
29.01,30.040001,29.01,29.950001,775500
30.0,30.85,29.65,30.73,1471000
30.059999,30.24,29.41,29.5,1429400
29.57,29.700001,28.17,28.32,1350400
28.4,29.379999,28.0,28.690001,1402700
28.49,28.639999,28.02,28.41,838900
28.6,28.74,28.1,28.41,656400
28.610001,28.84,28.200001,28.52,539800
28.52,28.99,27.9,28.139999,752500
28.01,28.5,27.809999,27.940001,639300
28.0,28.9,27.9,28.549999,841700
28.549999,29.57,28.5,29.35,953200
29.200001,29.35,27.299999,27.370001,1483300
27.76,28.16,27.4,27.799999,1014900
27.9,28.58,27.799999,28.280001,1145200
28.57,29.5,28.48,29.48,1484700
30.0,30.65,29.65,30.389999,1536600
32.349998,32.779999,31.51,32.540001,3212800
31.879999,31.9,30.68,31.34,1788500
31.0,31.74,30.940001,31.049999,1048500
30.93,31.5,30.68,30.9,912400
31.1,31.49,29.540001,30.02,1870000
29.51,31.030001,29.4,30.66,1301900
28.620001,29.48,27.530001,27.66,5680400
27.66,28.4,27.48,27.540001,1527200
27.82,28.540001,27.6,28.49,1758600
28.73,29.889999,28.610001,29.280001,4343400
29.5,29.889999,29.0,29.16,884400
29.280001,29.889999,29.0,29.799999,729000
29.75,29.950001,29.24,29.299999,1052800
30.0,30.1,28.65,29.4,1541300
29.700001,29.809999,28.68,28.889999,938600
28.860001,29.4,28.610001,29.25,889700
29.120001,29.120001,28.25,28.370001,1193000
28.389999,28.719999,28.01,28.4,503600
28.940001,28.98,28.25,28.32,450600
28.32,28.73,27.5,27.639999,987600
28.02,28.049999,26.860001,27.33,1468700
27.67,28.09,27.34,28.059999,479300
28.25,28.84,27.799999,28.82,668000
28.99,28.99,27.780001,28.040001,741000
27.83,28.200001,27.299999,27.74,1027400
27.99,28.0,27.360001,27.85,470200
27.379999,28.559999,27.370001,28.389999,749000
28.52,28.52,27.25,27.42,1016400
27.799999,27.799999,27.450001,27.52,577700
27.530001,27.799999,27.02,27.379999,477400
27.700001,28.35,27.370001,28.129999,775200
28.25,29.49,28.200001,29.25,1024100
29.27,29.549999,28.549999,28.92,1030300
29.799999,31.58,29.33,31.5,2048900
30.610001,31.200001,29.950001,31.15,2324000
31.0,32.049999,30.809999,31.540001,1714500
31.01,31.879999,30.940001,31.309999,1274000
30.6,30.93,29.85,30.32,863000
30.290001,31.42,30.16,31.07,555900
31.290001,32.0,30.719999,31.610001,998300
31.959999,32.119999,31.200001,31.379999,871300
31.299999,31.440001,30.5,30.82,984000
31.15,32.0,30.59,31.84,908700
32.07,33.25,31.84,32.919998,1392400
32.799999,33.099998,31.91,33.0,922500
32.610001,33.470001,32.290001,32.470001,963200
32.599998,32.830002,31.700001,32.130001,430300
32.099998,32.299999,31.620001,32.27,495800
32.130001,32.66,31.52,32.150002,910800
32.0,34.290001,31.91,33.23,1525200
33.439999,34.0,32.869999,33.689999,1103400
33.630001,34.279999,33.009998,33.82,1420300
33.889999,35.0,33.5,34.619999,2085700
34.080002,34.799999,33.549999,33.900002,1263300
33.82,34.189999,33.580002,33.709999,661500
33.82,34.799999,33.5,33.900002,660400
34.299999,34.490002,33.849998,34.169998,664400
34.43,34.799999,34.18,34.57,929800
34.599998,35.5,34.459999,35.279999,1572600
35.209999,35.799999,34.950001,35.259998,2063800
35.259998,35.299999,32.75,33.610001,2151300
33.779999,34.400002,33.59,33.810001,1023000
33.77,34.5,33.75,34.400002,824900
34.259998,35.07,34.259998,34.59,1553900
34.75,35.259998,34.52,34.610001,1298800
34.509998,34.790001,34.049999,34.43,921200
33.939999,34.169998,33.580002,34.0,1492400
33.639999,34.349998,33.549999,34.279999,375800
33.959999,34.5,33.5,33.59,601400
33.5,33.91,33.0,33.689999,561100
33.380001,33.650002,33.02,33.220001,414100
33.0,33.970001,33.0,33.869999,594900
35.0,35.450001,34.709999,35.360001,1194800
35.18,35.450001,34.75,34.77,742000
34.799999,34.799999,33.919998,34.400002,674000
34.799999,34.799999,33.900002,34.34,442000
34.5,34.5,33.110001,33.68,1284000
34.009998,34.189999,33.400002,33.639999,698000
33.869999,33.990002,33.380001,33.529999,922500
34.040001,34.040001,32.110001,32.91,1563200
33.080002,33.380001,32.849998,33.259998,925100
33.110001,34.25,33.080002,33.900002,1624200
33.849998,34.23,33.73,34.099998,1378200
34.16,34.849998,33.919998,34.380001,1436700
34.740002,34.779999,33.82,34.52,3555100
34.560001,35.549999,34.259998,35.189999,1920200
35.02,36.240002,34.959999,36.0,1564300
36.0,37.720001,35.84,36.990002,1970400
37.0,37.540001,36.799999,36.98,1287800
36.860001,38.709999,36.860001,38.029999,1986000
