Epm_nEng_100ms,VehV_v_100ms,ActMod_trqInr_100ms,RngMod_trqCrSmin_100ms,CoVeh_trqAcs_100ms,Clth_st_100ms,CoEng_st_100ms,Com_rTSC1VRVCURtdrTq_100ms,Com_rTSC1VRRDTrqReq_100ms,RoadSlope_100ms,Vehicle_Mass
1093.0,57.83,2232.813,-140.0,9.999747,0,3,0,0,2.3,49.0
1110.0,48.35,2261.747,-140.0,9.999747,0,3,0,0,3.1,49.0
925.5,68.67,1599.5,-140.0,9.999747,0,3,0,0,0.6,38.0
919.0,68.39,1235.5,-140.0,9.999747,0,3,0,0,-0.4,38.0
905.5,67.44,1067.5,-168.0,9.999747,0,3,0,0,-0.2,38.0
880.0,65.48,1935.5,-140.0,9.999747,0,3,0,0,1.0,38.0
886.5,65.09,0.0,-140.0,9.999747,0,3,0,0,-2.7,49.0
1244.0,76.57,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
1281.5,45.39,230.2597,-168.0,9.999747,0,3,0,0,4.8,49.0
890.5,66.22,2019.5,-140.0,9.999747,0,3,0,0,0.6,38.0
917.0,68.28,2411.5,-140.0,9.999747,0,3,0,0,1.0,38.0
1163.5,41.6,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1158.0,71.71,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
876.0,65.68,1102.037,-140.0,9.999747,0,3,0,0,0.4,38.0
1092.0,47.21,2635.5,-112.0,9.999747,0,3,0,0,4.2,49.0
1169.5,72.33,1851.5,-168.0,9.999747,0,3,0,0,1.5,38.0
952.5,70.06,0.0,-140.0,9.999747,0,3,0,0,-4.6,49.0
1158.0,71.71,1373.525,-168.0,9.999747,0,3,0,0,1.3,38.0
1154.0,71.5,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1159.0,71.56,2187.5,-168.0,9.999747,0,3,0,0,1.7,38.0
919.5,68.57,1515.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1159.5,71.71,1179.5,-168.0,9.999747,0,3,0,0,0.6,38.0
1029.5,53.21,1607.601,-140.0,9.999747,0,3,0,0,1.7,49.0
875.0,66.47,115.5,-168.0,9.999747,0,3,0,0,-1.5,38.0
1007.5,62.08,2481.0,-168.0,9.999747,0,3,0,0,2.7,38.0
1163.0,49.52,2632.0,-112.0,9.999747,0,3,0,0,3.1,49.0
937.5,69.73,171.5,-168.0,9.999747,0,3,0,0,-1.0,38.0
1050.0,54.42,1599.5,-112.0,9.999747,0,3,0,0,1.9,49.0
1207.5,62.54,2579.5,-168.0,9.999747,0,3,0,0,3.4,38.0
1265.0,78.18,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1012.0,74.44,0.0,-140.0,9.999747,0,3,0,0,-2.7,49.0
882.5,66.24,2350.858,-140.0,9.999747,0,3,0,0,1.5,38.0
1113.0,56.67,0.0,-168.0,9.999747,0,3,0,0,-2.7,49.0
1261.0,77.71,0.0,-196.0,9.999747,0,3,0,0,-2.3,38.0
1024.5,53.18,1588.47,-112.0,9.999747,0,3,0,0,1.7,49.0
1149.0,59.63,1741.263,-168.0,9.999747,0,3,0,0,1.5,38.0
916.0,68.59,1543.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1155.0,71.45,2103.5,-140.0,9.999747,0,3,0,0,1.9,38.0
1262.0,78.51,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1145.5,70.99,2047.5,-168.0,9.999747,0,3,0,0,2.5,38.0
1200.5,62.2,2579.5,-168.0,9.999747,0,3,0,0,3.6,38.0
1016.5,52.91,1448.92,-140.0,9.999747,0,3,0,0,1.7,49.0
1214.5,74.86,1754.148,-196.0,9.999747,0,3,0,0,0.4,38.0
948.0,48.52,1821.225,-168.0,9.999747,0,3,0,0,1.3,38.0
1029.0,53.11,1620.243,-140.0,9.999747,0,3,0,0,1.7,49.0
1255.5,77.79,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
1153.5,71.42,2215.5,-168.0,9.999747,0,3,0,0,1.7,38.0
906.0,67.67,1263.5,-140.0,9.999747,0,3,0,0,0.2,38.0
1180.0,51.27,2551.5,-140.0,9.999747,0,3,0,0,4.6,49.0
1164.5,71.77,2271.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1164.0,72.38,1767.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1287.0,65.68,2607.5,-168.0,9.999747,0,3,0,0,0.4,38.0
899.0,67.51,1067.5,-168.0,9.999747,0,3,0,0,-0.2,38.0
1228.0,75.76,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
917.0,67.66,998.0665,-168.0,9.999747,0,3,0,0,0.6,38.0
973.0,71.41,0.0,-140.0,9.999747,0,3,0,0,-2.7,49.0
1228.5,62.92,2604.0,-168.0,9.999747,0,3,0,0,1.3,38.0
881.5,65.67,2019.5,-140.0,9.999747,0,3,0,0,1.0,38.0
902.5,67.23,2439.5,-140.0,9.999747,0,3,0,0,1.0,38.0
1165.5,71.99,1767.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1170.5,41.93,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1148.5,59.29,2604.0,-168.0,9.999747,0,3,0,0,2.7,38.0
1308.0,80.48,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
1164.5,71.97,2076.416,-168.0,9.999747,0,3,0,0,1.5,38.0
1173.5,49.24,2632.0,-112.0,9.999747,0,3,0,0,1.7,49.0
1152.5,71.17,1879.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1162.0,41.73,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
918.0,68.59,1491.425,-140.0,9.999747,0,3,0,0,0.6,38.0
1339.5,69.92,954.4935,-196.0,9.999747,0,3,0,0,0.8,38.0
1196.5,73.22,2579.5,-168.0,9.999747,0,3,0,0,0.8,38.0
936.5,69.64,1431.5,-168.0,9.999747,0,3,0,0,0.4,38.0
834.5,62.94,550.2454,-145.7712,9.999747,0,3,0,0,2.7,38.0
1277.0,45.23,2632.0,-140.0,9.999747,0,3,0,0,4.8,49.0
1158.5,71.63,2215.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1178.5,60.53,2579.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1487.5,65.42,0.0,-224.0,9.999747,0,3,0,0,1.3,38.0
958.0,71.87,0.0,-140.0,9.999747,0,3,0,0,-0.8,49.0
1189.0,60.05,2538.811,-112.0,9.999747,0,3,0,0,-1.7,49.0
1155.5,71.54,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1159.0,71.64,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1174.5,60.6,2579.5,-168.0,9.999747,0,3,0,0,2.7,38.0
1278.0,65.68,2607.5,-196.0,9.999747,0,3,0,0,1.7,38.0
1155.5,71.29,2215.5,-168.0,9.999747,0,3,0,0,1.9,38.0
903.5,67.33,1599.5,-168.0,9.999747,0,3,0,0,0.6,38.0
1087.5,55.77,2607.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1168.0,59.77,497.646,-140.0,9.999747,0,3,0,0,-1.5,49.0
895.5,66.9,423.5,-168.0,9.999747,0,3,0,0,-0.6,38.0
1155.0,71.27,2215.5,-140.0,9.999747,0,3,0,0,2.1,38.0
1128.5,49.41,527.5617,-160.0617,9.999747,0,3,0,0,3.1,49.0
1161.0,71.02,2297.512,-168.0,9.999747,0,3,0,0,0.4,38.0
906.5,67.47,1739.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1433.5,70.37,673.3625,-224.0,9.999747,0,3,0,0,1.3,38.0
903.0,67.59,1039.5,-168.0,9.999747,0,3,0,0,-0.2,38.0
912.5,68.06,1655.5,-140.0,9.999747,0,3,0,0,0.6,38.0
899.0,67.18,1267.919,-140.0,9.999747,0,3,0,0,-0.2,38.0
1166.0,41.77,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1153.0,71.4,1851.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1262.5,78.35,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1033.5,63.05,2635.5,-140.0,9.999747,0,3,0,0,2.7,38.0
1184.5,61.13,2579.5,-168.0,9.999747,0,3,0,0,0.0,38.0
910.5,67.48,774.0531,-168.0,9.999747,0,3,0,0,-0.2,38.0
1197.5,62.01,2579.5,-168.0,9.999747,0,3,0,0,2.9,38.0
899.0,66.74,2410.574,-140.0,9.999747,0,3,0,0,0.6,38.0
923.5,68.57,1515.5,-140.0,9.999747,0,3,0,0,0.6,38.0
933.5,69.89,115.5,-168.0,9.999747,0,3,0,0,-1.0,38.0
984.5,61.55,1771.25,-168.0,9.999747,0,3,0,0,1.7,38.0
970.0,50.86,1823.5,-112.0,9.999747,0,3,0,0,2.9,49.0
1008.0,75.29,0.0,-168.0,9.999747,0,3,0,0,-0.8,38.0
1199.5,62.36,2607.5,-168.0,9.999747,0,3,0,0,3.1,38.0
1097.5,56.82,2271.5,-168.0,9.999747,0,3,0,0,2.3,38.0
907.5,67.57,1312.813,-168.0,9.999747,0,3,0,0,0.6,38.0
1273.5,55.62,736.6137,-224.0,9.999747,0,3,0,0,2.1,38.0
939.5,68.89,0.0,-140.0,9.999747,0,3,0,0,-4.6,49.0
1134.0,48.75,2632.0,-112.0,9.999747,0,3,0,0,3.8,49.0
1130.5,48.68,2632.0,-112.0,9.999747,0,3,0,0,2.9,49.0
917.5,68.31,1543.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1305.0,66.96,0.0,-196.0,9.999747,0,3,0,0,-4.0,49.0
1158.0,41.29,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
1608.0,69.56,395.5,-224.0,9.999747,0,3,0,0,1.3,38.0
1166.0,59.3,2599.47,-168.0,9.999747,0,3,0,0,-0.2,38.0
1226.0,62.64,2579.5,-168.0,9.999747,0,3,0,0,1.3,38.0
1150.0,70.97,2464.0,-140.0,9.999747,0,3,0,0,2.5,38.0
1292.5,54.95,2632.0,-140.0,9.999747,0,3,0,0,2.1,49.0
1285.0,54.48,2632.0,-140.0,9.999747,0,3,0,0,2.1,49.0
595.5,76.06,0.0,-112.0,9.999747,0,3,0,0,-0.2,38.0
974.0,72.33,0.0,-140.0,9.999747,0,3,0,0,-1.9,49.0
980.0,73.11,0.0,-140.0,9.999747,0,3,0,0,-4.6,49.0
1076.0,79.35,0.0,-140.0,9.999747,0,3,0,0,-4.0,49.0
1168.0,41.84,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
946.5,71.2,0.0,-140.0,9.999747,0,3,0,0,-0.8,49.0
897.5,66.64,507.5,-168.0,9.999747,0,3,0,0,-0.6,38.0
1207.0,62.36,2579.5,-168.0,9.999747,0,3,0,0,3.6,38.0
1276.0,44.79,2632.0,-140.0,9.999747,0,3,0,0,4.2,49.0
1161.5,59.94,2021.268,-168.0,9.999747,0,3,0,0,1.5,38.0
906.5,67.38,2450.036,-140.0,9.999747,0,3,0,0,1.0,38.0
940.5,69.94,1339.966,-168.0,9.999747,0,3,0,0,-0.4,38.0
1204.0,74.24,561.5156,-196.0,9.999747,0,3,0,0,-0.4,38.0
1017.0,76.31,0.0,-168.0,9.999747,0,3,0,0,-0.2,38.0
910.5,68.13,1571.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1163.0,41.67,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
1151.0,71.23,2159.5,-168.0,9.999747,0,3,0,0,1.9,38.0
920.0,68.31,1598.653,-140.0,9.999747,0,3,0,0,0.6,38.0
933.0,69.87,1151.5,-168.0,9.999747,0,3,0,0,0.4,38.0
1239.5,76.61,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1153.0,71.2,2383.5,-140.0,9.999747,0,3,0,0,2.5,38.0
887.0,66.22,2024.986,-140.0,9.999747,0,3,0,0,0.6,38.0
1151.5,71.13,1963.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1144.5,58.46,1289.847,-140.0,9.999747,0,3,0,0,-1.5,49.0
1155.0,71.35,1935.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1165.5,41.66,2632.0,-112.0,9.999747,0,3,0,0,4.6,49.0
1160.0,71.73,1683.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1259.5,77.84,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1177.5,72.79,815.5,-168.0,9.999747,0,3,0,0,-1.0,38.0
1157.5,71.63,2075.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1163.5,71.86,1824.095,-168.0,9.999747,0,3,0,0,1.5,38.0
1139.0,40.89,2632.0,-112.0,9.999747,0,3,0,0,4.2,49.0
961.5,49.55,1700.47,-140.0,9.999747,0,3,0,0,0.0,49.0
951.0,70.63,555.8945,-168.0,9.999747,0,3,0,0,-0.4,38.0
1194.0,73.69,0.0,-196.0,9.999747,0,3,0,0,-1.7,38.0
1313.0,80.81,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
1189.5,73.56,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
1139.0,70.41,2439.5,-168.0,9.999747,0,3,0,0,2.3,38.0
888.0,66.13,2016.318,-140.0,9.999747,0,3,0,0,1.0,38.0
883.5,64.8,0.0,-140.0,9.999747,0,3,0,0,-2.7,49.0
1156.0,71.48,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1146.5,71.19,2047.5,-168.0,9.999747,0,3,0,0,2.5,38.0
1195.5,73.76,0.0,-196.0,9.999747,0,3,0,0,-1.9,38.0
726.0,70.67,0.0,-112.0,9.999747,0,3,0,0,-0.8,49.0
1331.0,82.0,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
1156.5,71.43,2215.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1256.5,77.47,0.0,-196.0,9.999747,0,3,0,0,-2.1,38.0
893.0,60.82,373.4568,-112.0,9.999747,0,3,0,0,2.3,49.0
1170.0,87.99,0.0,-168.0,9.999747,0,3,0,0,0.4,49.0
1368.0,84.41,0.0,-224.0,9.999747,0,3,0,0,-2.7,38.0
1457.0,61.48,2607.5,-196.0,9.999747,0,3,0,0,1.7,38.0
1147.5,53.03,300.8139,-164.4484,9.999747,0,3,0,0,3.8,49.0
996.0,74.57,0.0,-168.0,9.999747,0,3,0,0,-0.4,38.0
1151.5,71.25,1739.5,-168.0,9.999747,0,3,0,0,1.7,38.0
898.0,66.87,2411.5,-140.0,9.999747,0,3,0,0,0.6,38.0
900.5,67.17,1067.5,-140.0,9.999747,0,3,0,0,-0.2,38.0
1290.5,54.78,2632.0,-140.0,9.999747,0,3,0,0,2.1,49.0
1118.0,48.44,2633.195,-121.5596,9.999747,0,3,0,0,4.0,49.0
1157.5,59.35,2604.0,-168.0,9.999747,0,3,0,0,1.7,38.0
1194.5,61.57,2389.397,-168.0,9.999747,0,3,0,0,1.7,38.0
1134.0,57.43,2604.0,-168.0,9.999747,0,3,0,0,0.0,38.0
1095.0,47.52,1873.73,-140.0,9.999747,0,3,0,0,1.7,49.0
1086.5,47.06,2635.5,-112.0,9.999747,0,3,0,0,4.0,49.0
902.0,67.06,1263.5,-140.0,9.999747,0,3,0,0,-0.2,38.0
1020.5,52.96,1431.5,-140.0,9.999747,0,3,0,0,1.7,49.0
990.5,51.73,1627.5,-112.0,9.999747,0,3,0,0,1.7,49.0
1171.5,41.93,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1163.0,72.38,1740.576,-168.0,9.999747,0,3,0,0,1.5,38.0
1197.5,74.26,177.1746,-196.0,9.999747,0,3,0,0,-0.4,38.0
1257.0,78.91,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1160.5,71.85,2159.5,-168.0,9.999747,0,3,0,0,1.7,38.0
1290.0,65.38,2607.5,-168.0,9.999747,0,3,0,0,0.4,38.0
1075.0,55.68,2294.653,-168.0,9.999747,0,3,0,0,2.3,38.0
1124.5,58.25,1194.323,-140.0,9.999747,0,3,0,0,0.6,49.0
1146.0,70.93,2467.5,-168.0,9.999747,0,3,0,0,2.5,38.0
1162.0,71.83,1291.5,-168.0,9.999747,0,3,0,0,1.3,38.0
1173.0,41.98,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1275.0,80.44,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1299.5,80.98,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1250.5,77.14,0.0,-196.0,9.999747,0,3,0,0,-2.1,38.0
1255.5,77.84,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
904.5,67.27,1571.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1033.5,64.41,1767.5,-140.0,9.999747,0,3,0,0,2.3,49.0
1157.0,41.35,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1212.5,74.31,2417.899,-168.0,9.999747,0,3,0,0,0.4,38.0
1184.5,42.59,2611.076,-135.9133,9.999747,0,3,0,0,5.0,49.0
1116.5,49.04,2426.277,-140.0,9.999747,0,3,0,0,4.0,49.0
1227.5,75.67,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
1062.5,47.33,104.3623,-112.0,9.999747,0,3,0,0,5.0,49.0
1166.5,72.04,2047.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1300.0,79.87,0.0,-196.0,9.999747,0,3,0,0,-2.7,38.0
1180.0,72.89,1319.5,-168.0,9.999747,0,3,0,0,0.6,38.0
1153.5,71.38,1599.5,-168.0,9.999747,0,3,0,0,1.3,38.0
897.0,67.34,2102.482,-140.0,9.999747,0,3,0,0,1.5,38.0
1283.0,65.28,2607.5,-168.0,9.999747,0,3,0,0,0.960745108,38.0
882.5,65.57,1207.5,-140.0,9.999747,0,3,0,0,0.4,38.0
1259.0,78.2,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1189.5,73.58,0.0,-196.0,9.999747,0,3,0,0,-1.0,38.0
909.0,67.68,1235.5,-140.0,9.999747,0,3,0,0,0.2,38.0
1266.0,78.16,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1177.0,72.83,1515.25,-168.0,9.999747,0,3,0,0,0.6,38.0
1421.5,49.59,2688.0,-140.0,9.999747,0,3,0,0,1.7,49.0
931.5,69.38,1599.5,-168.0,9.999747,0,3,0,0,0.4,38.0
1009.0,75.25,0.0,-168.0,9.999747,0,3,0,0,-1.9,38.0
1172.0,71.05,2579.5,-168.0,9.999747,0,3,0,0,-1.7,38.0
911.0,68.18,1543.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1198.5,53.06,105.0711,-140.0,9.999747,0,3,0,0,1.7,49.0
830.5,62.43,2075.5,-140.0,9.999747,0,3,0,0,2.7,38.0
1155.5,71.42,2215.5,-168.0,9.999747,0,3,0,0,1.7,38.0
888.5,66.0,507.5,-168.0,9.999747,0,3,0,0,-0.8,38.0
1203.5,62.54,2604.445,-168.0,9.999747,0,3,0,0,3.1,38.0
1152.5,71.27,2047.5,-168.0,9.999747,0,3,0,0,2.5,38.0
973.5,61.36,660.8049,-112.0,9.999747,0,3,0,0,2.3,49.0
932.0,69.65,1431.5,-168.0,9.999747,0,3,0,0,0.4,38.0
1123.0,83.13,0.0,-168.0,9.999747,0,3,0,0,-4.0,49.0
1188.0,73.55,0.0,-196.0,9.999747,0,3,0,0,-1.0,38.0
907.5,67.77,1956.291,-168.0,9.999747,0,3,0,0,0.6,38.0
1157.5,51.28,0.0,-168.0,9.999747,0,3,0,0,3.8,49.0
1173.0,42.6,2632.0,-140.0,9.999747,0,3,0,0,4.8,49.0
1177.0,61.36,2579.5,-168.0,9.999747,0,3,0,0,3.4,38.0
1123.0,48.62,2632.0,-112.0,9.999747,0,3,0,0,5.0,49.0
903.5,67.59,1039.5,-168.0,9.999747,0,3,0,0,-0.2,38.0
1030.5,53.71,1243.385,-140.0,9.999747,0,3,0,0,1.7,49.0
912.0,67.88,2494.58,-140.0,9.999747,0,3,0,0,1.0,38.0
917.5,69.09,1431.5,-168.0,9.999747,0,3,0,0,0.8,38.0
1265.0,54.66,1174.674,-196.0,9.999747,0,3,0,0,2.1,38.0
880.5,65.34,1770.104,-140.0,9.999747,0,3,0,0,1.0,38.0
998.5,61.38,2327.5,-140.0,9.999747,0,3,0,0,1.7,38.0
1177.0,72.72,1683.5,-168.0,9.999747,0,3,0,0,1.0,38.0
932.0,69.69,1403.5,-168.0,9.999747,0,3,0,0,0.4,38.0
1344.5,82.84,0.0,-224.0,9.999747,0,3,0,0,-2.7,38.0
1165.0,72.24,673.3607,-196.0,9.999747,0,3,0,0,0.2,38.0
1180.0,43.5,1967.528,-149.6944,9.999747,0,3,0,0,4.2,49.0
1188.5,88.67,0.0,-168.0,9.999747,0,3,0,0,-3.4,49.0
1210.5,62.68,2579.5,-168.0,9.999747,0,3,0,0,3.4,38.0
882.0,66.0,921.4666,-140.0,9.999747,0,3,0,0,-0.6,38.0
1154.0,58.95,0.0,-168.0,9.999747,0,3,0,0,-2.7,49.0
1496.5,44.15,2327.5,-168.0,9.999747,0,3,0,0,4.8,49.0
981.0,73.89,0.0,-168.0,9.999747,0,3,0,0,-0.8,38.0
1211.0,74.99,1491.831,-196.0,9.999747,0,3,0,0,0.4,38.0
1173.5,41.99,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
1156.5,71.66,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1158.0,41.47,2632.0,-112.0,9.999747,0,3,0,0,4.8,49.0
917.5,68.18,1655.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1062.0,80.71,0.0,-168.0,9.999747,0,3,0,0,2.7,49.0
1158.5,71.63,1683.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1160.5,45.56,457.5862,-140.0,9.999747,0,3,0,0,4.0,49.0
1053.0,54.96,953.0748,-140.0,9.999747,0,3,0,0,0.6,49.0
1164.5,71.99,2047.5,-168.0,9.999747,0,3,0,0,1.7,38.0
853.5,64.21,2204.698,-140.0,9.999747,0,3,0,0,1.5,38.0
1152.0,71.36,1861.99,-168.0,9.999747,0,3,0,0,1.5,38.0
1154.0,71.51,1487.5,-168.0,9.999747,0,3,0,0,1.3,38.0
890.0,66.53,427.6017,-168.0,9.999747,0,3,0,0,-1.3,38.0
1263.0,78.18,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1162.5,72.06,703.5,-196.0,9.999747,0,3,0,0,0.2,38.0
819.0,60.99,0.0,-112.0,9.999747,0,3,0,0,-2.7,49.0
1340.5,68.61,0.0,-196.0,9.999747,0,3,0,0,-3.8,49.0
1294.0,38.31,2632.0,-140.0,9.999747,0,3,0,0,4.8,49.0
883.5,65.71,2047.5,-140.0,9.999747,0,3,0,0,1.0,38.0
507.5,75.75,366.2387,-112.0,9.999747,0,3,0,0,-0.2,38.0
1144.0,70.53,2383.593,-140.0,9.999747,0,3,0,0,2.3,38.0
1228.5,76.4,0.0,-196.0,9.999747,0,3,0,0,-3.1,38.0
1173.5,71.09,2579.5,-168.0,9.999747,0,3,0,0,-1.7,38.0
1169.5,72.21,1963.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1382.0,85.08,0.0,-224.0,9.999747,0,3,0,0,-2.7,38.0
918.5,68.61,1515.5,-140.0,9.999747,0,3,0,0,0.6,38.0
1159.5,71.72,1739.5,-168.0,9.999747,0,3,0,0,1.5,38.0
1404.0,49.96,2456.64,-140.0,9.999747,0,3,0,0,3.6,49.0
1103.0,57.47,731.5,-140.0,9.999747,0,3,0,0,0.6,49.0
1066.5,65.9,1201.5,-168.0,9.999747,0,3,0,0,0.6,38.0
1059.0,54.06,2632.0,-168.0,9.999747,0,3,0,0,1.7,38.0
